tweet,subtask_a,subtask_b,subtask_c
देशाच्या नव्या संसदेचे बांधकाम टाटा करणार टाटा प्रोजेक्ट लिमिटेड ची निविदा सर्वात कमी किमतीची ठरली देशातल्या  ना…,not offensive,NULL,NULL
तुमच्या तोंडात साखर पडो,not offensive,NULL,NULL
मराठ्यांनो कळालं का आता कोण तुमचा विचार करतो ते???,not offensive,NULL,NULL
ला आव्हान देण्यासाठी  देत आहे स्वस्त प्लान मध्ये अनलिमिटेड डेटा आणि कॉलिंग जाणून घ्या तुमच्यासाठी कोणता…,not offensive,NULL,NULL
क्रेडिट कार्ड कर्ज लवकरात लवकर फेडून त्यामधून सुटका करून घेणे आवश्यक आहे कारण या कर्जासाठी वारेमाप रक्कम आपण व्याजाच्या…,not offensive,NULL,NULL
भाजप हि मराठी अस्मितेची सर्वात मोठी शत्रू आहे हे भाजप च्या नेते आणि समर्थकांच्या बोलण्यावरून सिद्ध होतं,not offensive,NULL,NULL
मराठी कलाकार म्हणतात की मराठी चित्रपटासाठी प्रेक्षक नाही पण मराठी कलाकार स्वतः दर वर्षी अवॉर्ड शो मध्ये हिंदी गा…,not offensive,NULL,NULL
प्रत्येक व्यक्ति सुंदर असतो ~ काही मनानी ~ काही चेहर्‍यानी ~ काही  फिल्टरनी ~ काही   नी,not offensive,NULL,NULL
आमच्या आवडत्या नेत्यावर कोणी साधी टीका जरी केली तरी आमचं रक्त खवळत आम्ही चवताळून उठतो पण आमच्या महापराक्रमी निर्व्यसनी…,not offensive,NULL,NULL
आयुष्य खूप सोपं आहे आपण ते विनाकारण अवघड करुन ठेवतो,not offensive,NULL,NULL
सुशिक्षित माणूस सुसंस्कारित असेलच असे नाही,not offensive,NULL,NULL
हे काय होत मग ?? हे च आहे माझ्या माहितीप्रमाणे  ला महाराष्ट्राचे मुख्यमंत्री देवेंद्र फडणवीस…,not offensive,NULL,NULL
भारतीय रेल्वेच्या  सेवेबद्दल तुम्हाला किती माहिती आहे?,not offensive,NULL,NULL
दाऊद कडून कॉल आल्यानंतर उद्धव ठाकरे स्वतःच्या घरातून गायब झाला एकही शिवसैनिक पहारेकरी म्हणून मा…,not offensive,NULL,NULL
बंगाली ची अस्मिता मराठी नेते ठाकरे परिवार सोबत दुखवत आहे तसेच करिश्मा भोसले ला…,not offensive,NULL,NULL
घरी एखादी भाजी चांगली झाल्यावर        एकदम हॉटेल सारखी झाली ए भाजी वाटतच नाय घरी बनवली ए…,not offensive,NULL,NULL
इतर भाषांमधे सेवा देता मग मधे का नाही स्टार स्पोर्ट मराठी पुन्हा चालू करा,not offensive,NULL,NULL
डॉक्टर्सची कमतरता,not offensive,NULL,NULL
तो काळ जुना होता आता   आहे आता काही मुंबई मराठी वैगेरे मुद्दे नाहीत आता…,not offensive,NULL,NULL
आम्हाला चालेल तुम्ही डांग…,not offensive,NULL,NULL
समाजहितासाठी काच फोडल्या तर अटक बाकी पक्षांच्या कार्यकर्ते ह्यांनी तिकिटासाठी काचा फोडल्या तर गप्प  नक्की वाचा,not offensive,NULL,NULL
कुठे तरी पाहिल्यासारखा वाटल सिनमग आठवला चित्रपट किमान इंग्रजी चित्रपटातील आयडीया घ्यायची  वाले काहीच मेहनत घेत ना…,not offensive,NULL,NULL
अरे मुर्खा निर्यात वाढली की शेतकरी ला पैसे मिळतीलच,not offensive,NULL,NULL
मृत्यूपत्र करताना कायदेशीर बाबींच्या पूर्ततेपेक्षाही कठीण काम असतं ते मालमत्तेच वर्गीकरण आणि विभाजन काही मालमत्ता…,not offensive,NULL,NULL
लै भारी काम हॉलिवूड ची धमाल आपल्या भाषेत,not offensive,NULL,NULL
स्वप्न यावर फुलपंखी चर्चा करतील पण लक्षात घ्या याच निवडक इलेक्ट्रॉनिक मीडियानं अक्कल गहाण ठेऊन लोकशाहीला अर्धन…,not offensive,NULL,NULL
मुख्यमंत्री जबाबदार पण प्रधानमंत्री खूप चांगलं काम करतोय राज्यच तुलना दुसऱ्या राज्य बरोबर करायची प…,not offensive,NULL,NULL
१० वर्षा पासून रखडलेली शिक्षक भरतीशिक्षक लोकांनी डिग्री जाळून उपोषण करून आंदोलन केली …,not offensive,NULL,NULL
रिया जेल मध्ये पोहचली कंगना मुंबईत पोहचलीपण  आणि रोजगार कुठपर्यंत पोहचलाय? हे कुणीही सांगत नाही,not offensive,NULL,NULL
माझ्या सूत्रांकडून शोध सुरू आस्थाना एक मुंबईचा बड्या…,not offensive,NULL,NULL
सर मोक्षगुंडम विश्वेश्वरैया (भारतरत्न) डॉविश्वेश्वरय्या यांना अनेक विद्यापीठांच्या डीलिट उपाध्या मिळाल्या होत्या…,not offensive,NULL,NULL
सरळ आणि सोपे,not offensive,NULL,NULL
पंखावरती ठेव विश्वास घे भरारी झोकात कळू दे त्या वेड्या आकाशाला तुझी खरी औकात विश्वास नांगरे पाटील,not offensive,NULL,NULL
मराठी भय्या ज्या देशाला राष्ट्रभाषा नाही आणि राज्य हे भाषेच्या आधारावर आहे त्यामळे आधी राज्यघटना वाच आणि त्याम…,not offensive,NULL,NULL
मी काय लोकप्रतिनिधी आहे का प्रश्न विचारायला? ज्यांना मतं दिल्यात त्यांना विचार आणि केंद्र सरकारला…,not offensive,NULL,NULL
॥ जिथे विश्वास आहे तिथे श्रध्दा भाव आहे श्रध्दा भाव आहे तिथे भक्ती आहे भक्ती आहे तिथेच प्रेम आहे ॥ सद्गुरुंच्या वचणावर वि…,not offensive,NULL,NULL
१२ लाखाच्या कोथिंबिरीची जेवढी चर्चा होतेय तेवढीच दखल जर कवडीमोल जाणाऱ्या आणि उत्पादन खर्च पण न निघालेल्या शेतमालाची…,not offensive,NULL,NULL
कोरोनाच्या कॉलर ट्यूननंतर आता ह्या च्या जाहिरातीने त्रास सुरू केला आहे जाहिरातींसाठी इतका पैसा मोजण्यापे…,not offensive,NULL,NULL
हो अश्या धरसोड राजकीय भूमिकेमुळेच अजून मतदारांचा विश्वास नाही संपादित करता आला हेच दु…,not offensive,NULL,NULL
प्रधानमंत्री नरेंद्र मोदी आज मधल्या पीएम स्वनिधी योजनेच्या लाभार्थी स्ट्रीट वेंडर्स शी व्हिडिओ कॉन्फरन्सिंगद्वा…,not offensive,NULL,NULL
तुझे माझे श्वास एक झाले दोघांचे प्राण एकमेकांत गुंफले होऊदे शेवट एकाचक्षणी राहुया आठवणीत एकत्र लोकांच्या मनी हर्षद पोतदार…,not offensive,NULL,NULL
सावधान  सुरू झाल्यावर तुम्हाला सुशांत रिया कंगना आणि तो छोटासा कोरोना यांचा विसर पडू शकतो अचूक बातमीसाठी…,not offensive,NULL,NULL
कंगणाच्या कार्यालयावर जेसीबी चालवून मुंबई महानगर पालिकेने आणि मुंबई पोलीस प्रशासनाने योग्य केले आहे महाराष्ट्राचा …,not offensive,NULL,NULL
माणसाचा नको असलेला भाग दूर करायला शिका ह्याची सुरुवात स्वतःपासून करा स्वतःला नको असलेला भाग कोणता तर ज्यापायी आपला आनंद प्रग…,not offensive,NULL,NULL
तुझ्या हिश्श्याचं चांदणं अजून छतावर तसंच आहे आलीस कधी चुकून तर अंधाराला विकून जा कोपऱ्यात पडलेला चंद्र तेवढा जपून ठेव…,not offensive,NULL,NULL
शरीरापेक्षा मनाचा थकवा खूप त्रासदायक असतो शरीर थकंल की शांत झोप लागते आणि मन थकलं की झोप उडते …,not offensive,NULL,NULL
हाय हिल्स स्त्रियांसाठी नव्हे तर पुरुषांसाठी बनवल्या होत्या विश्वास बसत नाहीये? हे वाचा,not offensive,NULL,NULL
२००४ साली वर्किंग फ्रॉम होम करून या माणसाने आपल्याला धंद्याला लावला ),not offensive,NULL,NULL
कष्टाचं हास्य ते मागून मिळत नाही ते कमवाव लागते फोटो व्हाट्सअप,not offensive,NULL,NULL
तो माझ्यात मैत्रीण शोधतोय आणि मी त्याची प्रेयसी बनण्याच्या प्रयत्नात  दोघेही असफल या न संपणाऱ्या युद्धात,not offensive,NULL,NULL
सर्वात लहान वयात प्रथम श्रेणी सामन्यात द्विशतक मारण्याचा विक्रम करणारा ज्याच्या खेळाची प्रशंसा केली जाते अशा पंजाब व कोल…,not offensive,NULL,NULL
आपल्या कार्याद्वारे समाजसेवेचा वसा असाचं चालू ठेवेल १५ सप्टेंबर १९८३ साली,not offensive,NULL,NULL
हा हा तो जो पक्ष आहे ज्याचं हे   आहे त्याचेच अध्यक्ष…,not offensive,NULL,NULL
तुम्हालाही बोटं मोडायला मजा वाटते ना पण ते चांगलं की वाईट? मग हे नक्की वाचा,not offensive,NULL,NULL
येताना काही आणायच नसतं जाताना काही न्यायचं नसतं मग हे आयुष्य तरी कोणासाठी जगायचं असतं या प्रश्नाचे उत्तर शोध…,not offensive,NULL,NULL
राजसाहेब ठाकरे हे नेहमीच आपल्या माणसाला सजग करत असतात आज काही महाभाग जागे झाले व म्हणत आहेत सरकारी नो…,not offensive,NULL,NULL
नांदेड मधे  साली मोठा पोलीस भर्ती घोटाळा झाला होता तो कसा झाला व कोन कोन जवाबदार होते याचा अभ्यास करने आवश्यक आ…,not offensive,NULL,NULL
अमेझॉन मराठी लोकांच्या अर्धीच संख्या असलेल्या तमिळ भाषेत आहे पण मराठीत नाही का? कारण आपली गणना हिंदी भाषिक म्हणून होते,not offensive,NULL,NULL
मराठा आरक्षणाला स्थगिती  वेदना देणारा निर्णय  न्याय व्यवस्थेवर प्रचंड विश्वास असणाऱ्या मराठा समाजावर आज अ…,not offensive,NULL,NULL
बोलताना काय बोलतोय कुणाबद्दल बोलतोय तारतम्य ठेवाएकीकडे महाराज्यांचे गोडवे गाता आणि…,not offensive,NULL,NULL
डीएडचे शिक्षण घेऊनही ज्यांना नोकरी लागत नाही त्यांना सुध्दा शिक्षक दिनाच्या हार्दिक शुभेच्छा,not offensive,NULL,NULL
ओठी हसू खुलले तरी डोळ्यात तो आनंद आता दिसत नाही तुझ्याविना नकोस वाटत आयुष्य पण काळ संपता संपत नाही,not offensive,NULL,NULL
बरोबर आहे पण सर्वच पक्षाचे नेते सारखेच नरेंद्र मोदींनीही  साली शेतकरी विरोधी कायदा आणलाच न त्यामुळं ह्या सर्वच…,not offensive,NULL,NULL
हो झाली सोय आत्ताच खाल्ला वडापाव आणि म्हणून मनसे गप्प आहे का…,not offensive,NULL,NULL
जशी दृष्टी तशी सृष्टी,not offensive,NULL,NULL
बारबाला इटेलियन रांड,not offensive,NULL,NULL
अरे भडव्या काँग्रेसीनो तूम्ही् महाराष्ट्रातील जनतेला काय दिलं? दुप्पट लाईटबील शिक्षक भरतीचं काय झालं?,not offensive,NULL,NULL
चालू करा रे लवकर आधीच कोरोना त्यात सुशांत रिया आणि आता कंगना,not offensive,NULL,NULL
माझा नवीन व्यवसाय मलाई मावा पेढे,not offensive,NULL,NULL
अरुणाचल येथून बेपत्ता झालेल पाच तरूण चीनमध्ये सापडले केंद्रीयमंत्री किरेन रिजीजू यांनी ट्विटद्वारे दिली मा…,not offensive,NULL,NULL
अख्खी क्रिकेट मॅच खरच फिक्स होते का? हे नक्की वाचा,not offensive,NULL,NULL
ज्या दिवशी जबाबदारीच ओझ खांद्यावर येत ना त्या दिवसापासून रुसायचा आणि थकायचा अधिकार संपतो,not offensive,NULL,NULL
किंवा करून शिक्षण सेवकांना नयाय द्यावे ही विनंती,not offensive,NULL,NULL
महाराष्ट्र बाॅलीवुड मुक्त कधी होणार? जर बाॅलीवुड महाराष्ट्रात राहिला तर मराठी सिनेसृष्टी कधी समोर नाही जाणार आता बाॅलीवु…,not offensive,NULL,NULL
सुमित जी मराठी कलाकारांना सुद्धा थोडं सांगा,not offensive,NULL,NULL
सावित्रीबाई फुले पुणे विद्यापीठासोबत इतर विद्यापीठांच्या एमसीक्यू बेस्ड परीक्षा ऑफलाइन आणि ऑनलाइन अशा दोन्ही पर्यायांनी…,not offensive,NULL,NULL
ती ची जाहिरात पाहून मी इतका प्रभावीत झालोय की उद्याच ऑफीसला जाऊन माझा नंबर मध्ये करतो,not offensive,NULL,NULL
या देशातील खेळाडूंना आयपीएलमधील एका तरी सामन्याला लागणार मुकावे जाणून घ्या कारण,not offensive,NULL,NULL
अरे यार आपण इकडे    करत राहिलो आणि तिकडे ने २ वर्षात  ची स्पॉन्सर्सशिप विकत घेतली तब्बल २२२कोटी…,not offensive,NULL,NULL
जावयाला ६७ पदार्थांचं ताट वाढून तृप्त करणारी सासू वाचा यामागची खरी गोष्ट,not offensive,NULL,NULL
सुंदर चेहरा फक्त आकर्षित करू शकतो पण प्रेम करायला सुंदर मनं च लागत सुंदर मनं वेड लावतं मनाने सुंदर असलेली व्य…,not offensive,NULL,NULL
ज्यानला महाराष्ट्र च राजकारण समजत त्यांला हे नक्की माहिती असेल पॉवर च खूप मोठं योगदान आहे जिथे पॉवर असेल तिथे…,not offensive,NULL,NULL
आज ४१ वर्षांपूर्वी सिनेमाच्या इतिहासात सिंहासनच्या निमिताने एक सुवर्ण अध्याय लिहिला गेला होता १९७९ सालचा…,not offensive,NULL,NULL
बेकायदा ऑफिस तोडलं आहे कंगनाचं आणि चवताळलेत खाल्या मिठाला तरी जागा रे डुप्लिकेट बिहाऱ्यांनो जय…,not offensive,NULL,NULL
ही  साली जपान मध्ये घडलेली सत्य घटना आहे आणि त्या  म्हणजे डॉग चा पुतळा  रेल्वे स्टेशन परिसरात आहे,not offensive,NULL,NULL
चे चीनचे सैन्य आणि आजचे यात मोठा गुणात्मक फरक आहे साली भारताबरोबर युद्ध करणारं चीनी सैन्य हे माओच्या सा…,not offensive,NULL,NULL
माणूस सुधारला हे केव्हा समजायचं? जेव्हा तो जात आणि पावसात भिजून केलेली भाषणे यांना मतदानाचे निकष मानणे बंद…,not offensive,NULL,NULL
हे असले लोक काहीतरी दैवी देणगी घेऊन येतात काय काय लिहून जातात शब्दशब्दात भावना ओतप्रोत भरलेल्या इथे…,not offensive,NULL,NULL
दादासाहेब फाळके असे त्यांच नाव आहे काहीही नावं लिहुन कोणाचा अपमान करु नये म्हणे मी मराठा महारा…,not offensive,NULL,NULL
सीमा सुरक्षा दलाने (बीएसएफ) राजस्थानमधील श्रीगंगानगरजवळ दोन तस्करांना गोळ्या घालून ठार केले ठार घुसखोरांकडून श…,not offensive,NULL,NULL
भाषेची गळचेपी सहन करणार नाही तसेच आघात सहन करणार नाही जो मराठी भाषेसाठी आणि हिंदू धर्मासाठी दो…,not offensive,NULL,NULL
भाजपा असेल किंवा केंद्र सरकार असेल यांच्या डांगीत खरंच दम असेल तर असे ममता बॅनर्जी यांच्या राज्यात  पाठवून दाख…,not offensive,NULL,NULL
कंगणाच्या कार्यालयावर जेसीबी चालवून मुंबई महानगर पालिकेने आणि मुंबई पोलीस प्रशासनाने योग्य केले आहे महाराष्ट्राचा मुंबई…,not offensive,NULL,NULL
चांगल्या व्यक्तीचे गुण बघण्यापेक्षा लोक अवगुण च बघतात,not offensive,NULL,NULL
कोल्हापूरच्या पन्हाळा तालुक्यातील काही भागात झालेला ढगफुटी सदृश्य पाऊस २ तास झालेल्या पावसानं मोठं नुकसान झालंय …,not offensive,NULL,NULL
मरण हा शब्द खूप जवळचा वाटतो पण समोर आल्यावर जगायचा ध्यास लागतो,not offensive,NULL,NULL
कोण आहे तुमचा आवडता?,not offensive,NULL,NULL
भारत इस्रायल संबंधांचा आपल्याला सांगितला नं जाणारा महत्वपूर्ण इतिहास,not offensive,NULL,NULL
बिहार चा  कर्नाटक ची  हिमाचल प्रदेश ची आणि भांडण महाराष्ट्रात,not offensive,NULL,NULL
हे महाशय निवडूनच आले आहेत ना का उचलून आणले आहे ह्यांना सलग दुसऱ्या वर्षी  वा नंबर आला आहे जी मागच्या पंच…,not offensive,NULL,NULL
टाटा प्रोजेक्ट्सने नवीन संसद भवन बांधण्यासाठी बोली जिंकली टाटा प्रोजेक्ट्सची बोली  कोटी रुपये होती…,not offensive,NULL,NULL
खोटं सहज विकलं जातं कारण सत्य विकत घेण्याची प्रत्येकाची ऐपत नसते मनाला वाटेल ते करा पण मनाला लागेल…,not offensive,NULL,NULL
भक्त ओ भक्त त्या वाघ चीं संगत ख़रच तुम्हाला भारी पड़ली आहे भक्ता चे लॉजीक तुम…,not offensive,NULL,NULL
पंजाबमधील सीमेवर लढत असलेला जवान वर्षभर तिकडे असतो त्याला इकडे मुलगा झाल्याचे तार करून कळविले जाते मग तो…,not offensive,NULL,NULL
विद्यापीठांच्या अंतिम वर्षाच्या परीक्षा रद्द करण्यासाठी जसा संघटनांनी पुढाकार घेतला तसा या विद्यार्थ्यांना चांगला…,not offensive,NULL,NULL
तुमच्या दमदार खासदारला मराठीत बोलायला सांगा हिंदी बोलायची अ…,not offensive,NULL,NULL
‘वाऱ्यावरची वरात या नाटकाचा पहिला प्रयोग १६ सप्टेंबर १९७२ साली मुंबईत झाला होता,not offensive,NULL,NULL
जाहीर निषेध,not offensive,NULL,NULL
अपमान झाला म्हणून दिल्लीपती समोर त्याचीच खिल्लत उधळून लावणारे माणूस आता महाराष्ट्रात जिवंत राहिले ना…,not offensive,NULL,NULL
एक दिवस नेहमीप्रमाणे ऑफीसमध्ये आलेला प्रत्येक कर्मचारी समोरच्या बोर्ड वाचून आश्चर्य चकित होत होता तुमची प्रगती रोख…,not offensive,NULL,NULL
मोदिजी तुम्हाला वाढदिवसाच्या हार्दिक शुभेच्छा तेवढ आमच्या रोड च काही होतय का बघा तुम्ही  साली आला होता…,not offensive,NULL,NULL
हा विडिओ साधारण   साली    या नावाने आला होता ज्यात आमचा बहुचर्चित…,not offensive,NULL,NULL
साली कन्नड मॅग्झिन तरंगाला मुलाखती मध्ये मोदीजी स्वतः इंजिनिअरिंग केल्याचं सांगत आहेत कालच झाला ख…,not offensive,NULL,NULL
आपली बहुतेक मतं वैयक्तिक पातळीवरच्या विवेकनिष्ठ विचारांमधून नाही तर आपण रहात असतो त्या समुदायाच्या सामूहिक विचारांम…,not offensive,NULL,NULL
एखादं ट्विट बघितलं की लगेच ते कोट करून किंवा त्याला रिप्लाय करायची इच्छा होते थोडं टाईप केल्यानंतर वाटतं जाऊदे…,not offensive,NULL,NULL
आम्ही १०५ घरात बसवले आम्ही शिवसेनेने १०५ घरातच बसवले… आबे शेणिकीकुत्र्यांनो तुमच्या फोटोग्राफरला तर तोंड काढायला आणि दाख…,not offensive,NULL,NULL
कर्नाटक मध्यप्रदेश मणिपूर गोवा इथे तुम्हांला जनादेश भेटला होता का? उपाध्ये असले शब्द भा…,not offensive,NULL,NULL
ठेकेदारांच्या मते फक्त सत्तेत कोण आहे? एवढंच महत्त्वाचं असतं,not offensive,NULL,NULL
खोटया माणसाचा मोठा आवाज खऱ्या माणसाला गप्प करतो मात्र खऱ्या माणसाचा गप्प राहणं खोटया माणसालाअस्वस्थ करते शुभ…,not offensive,NULL,NULL
माणूस सुधारला हे केव्हा समजायचं? जेव्हा तो जात आणि पावसात भिजून केलेली भाषणे यांना मतदानाचे निकष मानणे बंद करेल आणि…,not offensive,NULL,NULL
एक चंपा मेंटल नशेडी महिलेच्या सन्मानची गोष्ट करतो ती मुंबई महाराष्ट्रला पाकिस्तान…,not offensive,NULL,NULL
एकाला महाराष्ट्रातील कोरोनाच्या नकारात्मक बातम्या नकोयत दुसऱ्याला बिहारच्या निवडणुका जिंकायच्या आहेत,not offensive,NULL,NULL
बाळाजीपंत बाजी नावाचे जितके वीरपुरुष होऊन गेले त्यांच्याबद्दल माहिती वाचत होते त्याचवेळी हे पुत्ररत्न झाल्याने याचे…,not offensive,NULL,NULL
चीन समोर शेपुट घाल्या मोदी व शहा ने यावर पत्रकार परिषद घेऊन देशाला सांगाव काय केलंत ते ह्या प्रकरणांमध्ये बात करते…,not offensive,NULL,NULL
ज्यांना असं वाटतंय की कंगना भाजपमध्ये प्रवेश करेल व मोठी नेता होईल ते अजून स्मृती ईराणी यांना ओळखत ना…,not offensive,NULL,NULL
फाटके कपडे उपाशी चेहरा लोक म्हणाले बिचारा आई बाबा कोण याआधी घासाबद्द्ल विचारा कोपऱ्यात बसवले भाकर देऊनी दया भा…,not offensive,NULL,NULL
समजू शकतो ग मि अश्याना बाहेरच ठेवल पाहिजे काहीतरी कारवाई होऊन यांची हिं…,not offensive,NULL,NULL
कसा नसावा हे माननीय ह्यांनी दाखवून दिलाय पण नेता कसा असावा हेपण त्यांनी…,not offensive,NULL,NULL
भुजबळ वाचतो की जातो माहीती नाही आज जोर जोरात भुंकालाय राव,not offensive,NULL,NULL
जबाबदारीच ओझ पोटाची खळगी चिखलात पायपीट आणि कुणाकडून तरी खूप साऱ्या अपेक्षा आणि त्याच्यासाठीच ही धडपड,not offensive,NULL,NULL
नक्कीच,not offensive,NULL,NULL
च्यायला,not offensive,NULL,NULL
करोडपती शिपाई आणि सिक्युरिटी गार्ड असणारं गुजरातचं शहर,not offensive,NULL,NULL
सर मी संगमनेर तालुक्यातील खंदरमाळवाडी गावातील रहिवासी असून  साली मी जमीन…,not offensive,NULL,NULL
दादा नॉटिच आहे यात काही वाद नाही पण तिचं ऑफिस जितक्या तत्परतेने पाडलं तितकी तत्परता ने मुंबईतला…,not offensive,NULL,NULL
सर्वात चांगला कॅरम बोर्ड कोणता? वाचा पुर्वा गोंधळी यांचे उत्तर,not offensive,NULL,NULL
ती मांडत असलेल्या विचारांमध्ये त्यात लपलेल्या अर्थामध्ये जर तुम्हाला भीती जाणवत असेल तर पुरुष म्हणून तुम्हाला अंतर…,not offensive,NULL,NULL
ठाम राहायला शिकावं निर्णय चुकला तरी हरकत नाही… स्वतःवर विश्वास असला की जिवनाची सुरुवात कुठूनही करता येते,not offensive,NULL,NULL
मल्मली तारुण्य माझे केव्हा तरी पहाटे पासून आज गोकुळात रंग खेळतो हरी ते लाभले आम्हास भाग्य बोलतो अशा अज…,not offensive,NULL,NULL
आज पुन्हा एकदा निसर्गसौंदर्याचा आस्वाद माझ्या घराच्या बाहेरून टिपलेला,not offensive,NULL,NULL
आता तर शेठ वर नाही शेतकऱ्यांवर कीव येत आहे शेतकरी मित्रांनो तुम्ही लढवय्ये आहात तुम्ही खरे आत्मनिर्भ…,not offensive,NULL,NULL
सुशांत सिंग राजपूत संदीप सिंग बिहारचा ती रिया चक्रवर्ती कर्नाटकमधली तो अर्णब गोस्वामी आसामचा पिठाणी गुजरातचा …,not offensive,NULL,NULL
मोदीजी आल्यापासून बेरोजगारी वाढली  साली तुम्ही सगळे कलेक्टर होते,not offensive,NULL,NULL
प्रत्येक मुंबईकर जगतो हे जगणे परप्रांतीयांना गोंजारण्यात धन्यता मानते  मराठी माणसाने साधी व…,not offensive,NULL,NULL
मध्ये आणि म्हणजे काय? त्यांच्या मध्ये फरक काय? बघा हा व्हिडिओ…,not offensive,NULL,NULL
राज्यात उभारण्यात आलेल्या जम्बो कोविड सेंटरमधील परिस्थितीकडे सरकारचं लक्ष वेधत फडणवीस यांनी सरकारवर टीका के…,not offensive,NULL,NULL
काही गोष्टी घडत जातात काही ठरवून घडतात मात्र काही गोष्टी घडल्यानंतर त्यांना दिशा देता येते सध्या घडणाऱ्या घट…,not offensive,NULL,NULL
आज सायंकाळी  ते  वाजता   ठेवला आहे सर्वांनी यात सहभागी व्हा आणि सहभागी झालेल्या सर्व शिक्षक आं…,not offensive,NULL,NULL
लऊडा  लवडा,not offensive,NULL,NULL
छोटी पाटी,not offensive,NULL,NULL
फुलपाखरू फुलाभोवती जसे फिरते तसे आपले नाते एकमेकांभोवती फिरते फुलाचा सुगंध दूरपर्यंत येतो प्रेमाचे अत्तर आपण शिंपडत जातो …,not offensive,NULL,NULL
आपल्या लाडक्या अवधूतदादाच्या युट्युब चॅनेलवर लवकरच येतेय सोन्याच्या मधानं भिजलंय लावणी तुमच्यासाठी नक्कीच इथे टाकणार भा…,not offensive,NULL,NULL
एक अनधिकृत बांधकाम काय पाडलं काहींच्या बुडा खालून जाळनिघतोय जेव्हा कर्नाटक मधे महाराजांचा पु…,not offensive,NULL,NULL
बघा सुनिल आणि मयूर ची पडद्यामागची मजा,not offensive,NULL,NULL
ची गंमत सुध्दा मतमोजणी सारखी झाली आहे कोणते कधी लीड घेईल सांगता येत नाही‍‍‍‍,not offensive,NULL,NULL
ती कंगना राणावत दहा बंगले उभी करेल पण मराठा आरक्षण स्थगिती मूळं लाखो मराठा तरूणांच्या स्वप्नातील घरटी उभी राह…,not offensive,NULL,NULL
सोमवार आठवड्याच्या रेसला सुरुवात सूर्य आहे साक्षीला,not offensive,NULL,NULL
स्वत ला समर्पित करावे स्वत्व आणि अधिकार समर्पित करु नयेत,not offensive,NULL,NULL
स्वीडन विरुद्ध गोल करत आपल्या देशासाठी १०० गोल मारणारा ख्रिस्तीयानो रोनाल्डो बनला जगातील दुसरा खेळाडू या आधी इराण…,not offensive,NULL,NULL
म्हणजे  तर ऊध्धव ठाकरे आणि संजय…,not offensive,NULL,NULL
अशी बदनामी खपवून घेऊ नका  सडेतोड उत्तर दया आणि मानहा…,not offensive,NULL,NULL
